name,abbrv,formula,state,ref1,ref2,date,model,E_units,G,H,S,Cp,V,a1.a,a2.b,a3.c,a4.d,c1.e,c2.f,omega.lambda,z.T
fructose-6-phosphate-2,F6P-2,C6H11O9P-2,aq,Lprep,NA,2025/06/20,HKF,cal,-415600,-538200,30.47,28,100.16,5.282,55,-3.176,-2.25,75.6,-18,1.21,-2
fructose-6-phosphate-1,F6P-,C6H12O9P-1,aq,Lprep,NA,2025/06/24,HKF,cal,-424500,-536800,64.94,79.12,126.68,8.136,61.97,-5.92,-2.538,86.9,-7.55,-0.83,-1
fructose-6-phosphate,F6P,C6H13O9P,aq,Lprep,NA,2025/06/24,HKF,cal,-426400,-534900,77.77,109.55,143.93,9.921,66.32,-7.63,-2.72,90.82,-1.32,-2.35,0
galactose-1-phosphate-2,G1P-2,C6H11O9P-2,aq,Lprep,NA,2025/06/24,HKF,cal,-417800,-543000,21.65,34.02,99.54,6.14,50.33,-9.49,0.833,67.88,-11.24,1.21,-2
galactose-1-phosphate-1,G1P-,C6H12O9P-1,aq,Lprep,NA,2025/06/24,HKF,cal,-426600,-541600,56.12,85.14,126.09,8.996,57.31,-12.23,0.544,79.18,-0.79,-0.83,-1
galactose-1-phosphate,G1P,C6H13O9P,aq,Lprep,NA,2025/06/24,HKF,cal,-428300,-539700,68.14,115.56,143.33,10.78,61.66,-13.94,0.364,83.1,5.44,-2.35,0
glucose-6-phosphate-2,G6P-2,C6H11O9P-2,aq,Lprep,NA,2025/06/24,HKF,cal,-418000,-544900,16.04,46.91,106.05,5.731,57.31,-1.66,-2.514,84.15,-12.9,1.21,-2
glucose-6-phosphate-1,G6P-,C6H12O9P-1,aq,Lprep,NA,2025/06/24,HKF,cal,-426600,-544700,45.7,98.04,132.6,8.587,64.29,-4.4,-2.801,95.46,-2.45,-0.83,-1
glucose-6-phosphate,G6P,C6H13O9P,aq,Lprep,NA,2025/06/24,HKF,cal,-428500,-542800,58.53,128.49,149.84,10.37,68.64,-6.12,-2.983,99.4,3.78,-2.35,0
mannose-6-phosphate-2,M6P-2,C6H11O9P-2,aq,Lprep,NA,2025/06/24,HKF,cal,-417500,-541100,27.27,25.28,100.98,6.26,50.96,-10.44,1.048,59.49,-11.41,1.21,-2
mannose-6-phosphate-1,M6P-,C6H12O9P-1,aq,Lprep,NA,2025/06/24,HKF,cal,-426400,-539400,62.55,76.4,127.51,9.116,57.93,-13.18,0.759,70.79,-0.96,-0.83,-1
mannose-6-phosphate,M6P,C6H13O9P,aq,Lprep,NA,2025/06/24,HKF,cal,-428000,-537500,74.57,106.85,144.76,10.901,62.28,-14.89,0.579,74.71,5.28,-2.35,0
ribulosephosphate-2,R2P-2,C5H9O8P-2,aq,Lprep,NA,2025/06/24,HKF,cal,-376200,-481800,31,19.95,83.9,1.744,52.39,-6.83,0.211,70.94,-18.5,1.47,-2
ribulosephosphate-,R2P-1,C5H10O8P-,aq,Lprep,NA,2025/06/24,HKF,cal,-385500,-479000,70.7,70.98,110.41,4.598,59.37,-9.57,-0.077,82.24,-8.05,-0.56,-1
ribulosephosphate0,R2P,C5H11O8P,aq,Lprep,NA,2025/06/24,HKF,cal,-387200,-477100,83.2,101.41,127.66,6.384,63.72,-11.29,-0.257,86.16,-1.82,-2.08,0
glycerate-1,glycerate-1,C3H5O4-,aq,Lprep,NA,2025/06/24,HKF,cal,-164600,-211300,38.96,22.23,53.3,14.2591,3.94,0.393,-3.8241,47.777,-5.853,1.499,-1
"glyceric acid","glyceric acid",C3H6O4,aq,Lprep,NA,2025/06/24,HKF,cal,-171200,-211200,61.9,47.13,66.75,15.4804,5.52,2.789,-3.891,49.809,-1.9,-0.13,0
3-phosphoglycerate-3,3PG-3,C3H4O7P-3,aq,Lprep,NA,2025/06/24,HKF,cal,-364000,-452400,-1.92,-35.13,42.13,-6.3217,54.42,-11.769,-0.0285,15.946,-5.954,4.278,-3
3-phosphoglycerate-2,3PG-2,C3H5O7P-2,aq,Lprep,NA,2025/06/20,HKF,cal,-372800,-450800,32.27,15.91,68.65,-3.4656,61.4,-14.51,-0.3167,27.247,4.496,2.247,-2
3-phosphoglycerate-1,3PG-1,C3H6O7P-,aq,Lprep,NA,2025/06/24,HKF,cal,-379300,-450800,55.69,40.81,82.11,-2.2435,62.98,-12.113,-0.3819,29.278,8.449,0.619,-1
3-phosphoglycerate,3PG,C3H7O7P,aq,Lprep,NA,2025/06/24,HKF,cal,-381200,-448900,68.36,71.24,99.36,-0.4584,67.33,-13.826,-0.5621,33.198,14.682,-0.901,0
3-phosphoglycerol-2,3PGol-2,C3H7O6P-2,aq,Lprep,NA,2025/06/24,HKF,cal,-321500,-404400,23.26,12.75,57.71,-5.0598,56.79,-3.944,-1.1436,31.262,3,2.701,-2
3-phosphoglycerol-1,3PGol-1,C3H8O6P-,aq,Lprep,NA,2025/06/24,HKF,cal,-330100,-402700,58.1,63.98,84.29,-2.2036,63.77,-6.683,-1.4319,42.567,13.449,0.65,-1
3-phosphoglycerol,3PGol,C3H9O6P,aq,Lprep,NA,2025/06/24,HKF,cal,-332000,-400800,70.7,94.43,101.54,-0.4183,68.12,-8.396,-1.6121,46.511,19.682,-0.87,0
phosphoenolpyruvate-3,PEP-3,C3H2O6P-3,aq,Lprep,NA,2025/06/24,HKF,cal,-303900,-377000,-6.19,-61.24,40.28,-11.4962,64.34,-10.71,0.4443,-20.598,-4.252,3.513,-3
phosphoenolpyruvate-2,PEP-2,C3H3O6P-2,aq,Lprep,NA,2025/06/24,HKF,cal,-313400,-373200,38.62,-10.04,66.84,-8.6401,71.32,-13.451,0.1559,-9.288,6.2,1.465,-2
phosphoenolpyruvate-1,PEP-1,C3H4O6P-,aq,Lprep,NA,2025/06/24,HKF,cal,-318100,-366700,76.15,29.97,79.91,-7.1845,74.59,-14.199,0.0197,16.96,8.975,0.574,-1
phosphoenolpyruvate,PEP,C3H5O6P,aq,Lprep,NA,2025/06/24,HKF,cal,-316200,-364700,76.39,60.41,97.2,-5.4015,78.97,-15.913,-0.1605,20.891,15.208,-0.946,0
cyclic-AMP-1,cAMP-1,C10H11N5O6P-,aq,Lprep,NA,2025/06/24,HKF,cal,-187500,-308600,66.44,114.92,171.99,-21.8045,175.65,-36.616,4.1802,153.37,-7.49,2.55,-1
cyclic-HAMP,cAMP,C10H12N5O6P,aq,Lprep,NA,2025/06/24,HKF,cal,-192700,-312900,69.31,120.55,171.43,-21.8117,174.19,-36.592,4.24,147.036,-4.29,1.95,0
acetylphosphate-3,AP-3,C2H2O5P-3,aq,Lprep,NA,2025/06/24,HKF,cal,-288700,-349900,8.4,28.94,-19.94,7.5,8.098,7.818,-3.114,41.59,-9.3,4.68,-3
acetylphosphate-2,AP-2,C2H3O5P-2,aq,Lprep,NA,2025/06/24,HKF,cal,-298500,-350900,38,55.51,31.27,10.36,15.07,5.076,-3.402,52.89,1.151,2.63,-2
acetylphosphate-1,AP-1,C2H4O5P-,aq,Lprep,NA,2025/06/24,HKF,cal,-305000,-350900,60.11,67.47,65.06,14.23,11.59,0.003,-3.258,68.67,3.47,1.17,-1
acetylphosphate0,AP,C2H5O5P,aq,Lprep,NA,2025/06/24,HKF,cal,-308100,-349000,76.51,84.71,95.5,16.01,15.946,-1.711,-3.437,72.59,9.704,-0.35,0
xylose,xylose,C5H10O5,cr,Lprep,NA,2025/06/25,CGL,cal,-179400,-252200,41.9,42.57,99.4,1.294,13.83,0,0,0,0,0,413
arabinose,arabinose,C5H10O5,cr,Lprep,NA,2025/06/25,CGL,cal,-180600,-252800,43.43,44.53,91.7,2.808,14,0,0,0,0,0,423
galactose,galactose,C6H12O6,cr,Lprep,NA,2025/06/25,CGL,cal,-217000,-304000,50.48,54.49,112.7,0.0551,18.21,0,0,0,0,0,436
glucose,glucose,C6H12O6,cr,Lprep,NA,2025/06/25,CGL,cal,-217000,-304300,50,52.41,115.5,0.9584,17.26,0,0,0,0,0,416
sorbose,sorbose,C6H12O6,cr,Lprep,NA,2025/06/25,CGL,cal,-217300,-303500,53.37,54.64,112.1,5.134,16.6,0,0,0,0,0,426
fructose,fructose,C6H12O6,cr,Lprep,NA,2025/06/25,CGL,cal,-215300,-302100,51.17,55.11,112.6,0.0889,18.48,0,0,0,0,0,381
mannose,mannose,C6H12O6,cr,Lprep,NA,2025/06/25,CGL,cal,-215100,-301900,51.74,53.25,120,1.306,17.42,0,0,0,0,0,393
bisphosphoglycerate-5,BPG-5,C3H3O10P2-5,aq,Lprep,NA,2025/08/28,HKF,cal,-563300,-693600,-42.81,NA,NA,-26.91,104.9,-23.92,3.767,-15.88,-6.054,7.051,-5
bisphosphoglycerate-4,BPG-4,C3H4O10P2-4,aq,Lprep,NA,2025/08/28,HKF,cal,-572200,-691900,-8.609,NA,NA,-24.06,111.9,-26.67,3.48,-4.584,4.395,5.019,-4
bisphosphoglycerate-3,BPG-3,C3H5O10P2-3,aq,Lprep,NA,2025/08/28,HKF,cal,-581000,-690200,25.57,NA,NA,-21.19,118.9,-29.42,3.191,6.716,14.84,2.988,-3
bisphosphoglycerate-2,BPG-2,C3H6O10P2-2,aq,Lprep,NA,2025/08/28,HKF,cal,-587500,-690200,49,NA,NA,-19.97,120.4,-27.01,3.126,8.748,18.8,1.367,-2
bisphosphoglycerate-1,BPG-1,C3H7O10P2-,aq,Lprep,NA,2025/08/28,HKF,cal,-540200,-640500,64.56,NA,NA,-18.14,125.6,-23.3,1.896,25.98,30.02,-0.1209,-1
bisphosphoglycerate,BPG,C3H8O10P2,aq,Lprep,NA,2025/08/28,HKF,cal,-492800,-590300,79.57,NA,NA,-16.32,130.7,-19.58,0.6659,43.21,41.25,-1.611,0
glycerol,glycerol,C3H8O3,aq,Lprep,LA16,2025/08/28,HKF,cal,-120160,-163580,57,NA,NA,15.52,6.32,8.22,-4.94,63.1,3.1,-0.1,0
xylose,xylose,C5H10O5,aq,Lprep,AP01,2025/06/25,HKF,cal,-180100,-249300,53.7,65.97,95.7,22.5,5.016,7.715,-4.681,107.74,-19.896,0.1672,0
arabinose,arabinose,C5H10O5,aq,Lprep,AP01,2025/06/25,HKF,cal,-181600,-249800,56.98,67.16,93.3,22.48,4.92,6.903,-5.398,110.75,-20.78,0.1672,0
galactose,galactose,C6H12O6,aq,Lprep,AP01,2025/06/25,HKF,cal,-217400,-300000,65.75,90.58,110.7,27.25,4.825,2.508,-5.279,128.07,-17.77,0.215,0
glucose,glucose,C6H12O6,aq,Lprep,AP01,2025/06/25,HKF,cal,-218100,-301600,68.24,86.76,112.2,26.3,6.831,10.485,-6.306,115.89,-12.826,0.215,0
sorbose,sorbose,C6H12O6,aq,Lprep,AP01,2025/06/25,HKF,cal,-217900,-301900,61.04,84.13,111,26.23,7.5,9.554,-6.998,127.95,-20.756,0.215,0
fructose,fructose,C6H12O6,aq,Lprep,AP01,2025/06/25,HKF,cal,-215400,-299700,59.82,84.13,111,26.23,7.5,9.554,-6.998,127.95,-20.756,0.215,0
mannose,mannose,C6H12O6,aq,Lprep,AP01,2025/06/25,HKF,cal,-216000,-300200,60.3,81.26,111.9,26.56,5.446,6.712,-5.064,111.78,-14.14,0.215,0
ribose-5-phosphate-2,R5P-2,C5H9O8P-2,aq,Lprep,LH06a,2025/06/25,HKF,cal,-377600,-489500,9.75,7.5,83.78,2.0659,57.7664,-17.55,0.3909,102.87,-32.91,2.96,-2
ribose-5-phosphate-1,R5P-1,C5H10O8P-,aq,Lprep,LH06b,2025/06/25,HKF,cal,-386700,-486600,49.5,60.11,110.3,4.9219,64.7401,-20.2911,0.1026,114.17,-22.47,0.91,-1
ribose-5-phosphate,R5P,C5H11O8P,aq,Lprep,LH06b,2025/06/25,HKF,cal,-388600,-484900,61.9,90.61,120.1,6.7071,69.0989,-22.0043,-0.0776,118.09,-16.24,-0.6,0
